payment_id;order_id;tipo_pagamento;data_pagamento;valor_pago
13607;24582;cartao_credito;01/02/2024;1367.64
13608;39630;cartao_credito;20/03/2024;1945.33
13609;32113;pix;21/01/2024;324.15
13610;752;boleto;18/07/2024;1222.01
13611;5521;cartao_credito;05/09/2024;693.43
13612;15476;pix;21/07/2024;1975.39
13613;6968;boleto;07/09/2024;1261.86
13614;31349;paypal;07/09/2024;28.07
13615;21066;cartao_credito;19/07/2024;76.71
13616;24437;cartao_credito;15/08/2024;21.9
13617;26212;paypal;21/08/2024;560.03
13618;1454;pix;09/01/2024;1889.4
13619;9836;boleto;16/09/2024;989.69
13620;44262;pix;18/01/2024;1911.57
13621;3400;pix;03/05/2024;1722.43
13622;14847;paypal;28/01/2024;1437.09
13623;18765;paypal;04/01/2024;170.78
13624;33381;cartao_credito;05/03/2024;1794.04
13625;16640;pix;23/04/2024;248.4
13626;25321;pix;23/07/2024;466.96
13627;29613;cartao_credito;27/02/2024;457.34
13628;28132;boleto;22/07/2024;1837.16
13629;22144;boleto;14/06/2024;1486.69
13630;1337;cartao_credito;24/03/2024;775.91
13631;15364;pix;23/04/2024;1937.57
13632;2147;cartao_credito;10/03/2024;748.6
13633;36720;pix;16/09/2024;214.4
13634;20027;pix;15/03/2024;1826.92
13635;37930;boleto;10/02/2024;152.36
13636;42431;cartao_credito;06/07/2024;1912.44
13637;21794;boleto;15/08/2024;1639.01
13638;13918;pix;30/07/2024;64.53
13639;5566;paypal;05/07/2024;439.45
13640;20924;boleto;30/06/2024;1697.23
13641;10333;paypal;17/07/2024;1771.83
13642;36205;paypal;27/03/2024;1410.93
13643;22263;boleto;15/04/2024;1291.54
13644;15113;boleto;19/01/2024;1004.79
13645;87;boleto;27/07/2024;906.25
13646;30654;pix;13/05/2024;1630.8
13647;19320;paypal;18/05/2024;1122.59
13648;40116;pix;28/06/2024;865.66
13649;21077;pix;03/09/2024;1872.83
13650;29867;paypal;10/01/2024;47.84
13651;12961;boleto;11/01/2024;1080.02
13652;19601;boleto;14/04/2024;616.39
13653;35612;paypal;20/02/2024;1655.51
13654;37466;paypal;24/05/2024;1837.45
13655;2052;cartao_credito;13/05/2024;1364.89
13656;17409;boleto;03/07/2024;551.32
13657;5466;paypal;29/02/2024;117.49
13658;35776;paypal;01/02/2024;1941.86
13659;4958;cartao_credito;29/07/2024;1756.73
13660;39929;boleto;04/08/2024;1674.64
13661;37078;paypal;06/08/2024;1094.77
13662;41515;pix;09/04/2024;974.76
13663;23759;boleto;25/07/2024;593.51
13664;8803;cartao_credito;11/08/2024;1811.16
13665;14987;paypal;15/05/2024;404.69
13666;4874;pix;08/01/2024;1943.22
13667;1067;boleto;13/02/2024;21.84
13668;9991;paypal;20/02/2024;1330.56
13669;5713;boleto;26/07/2024;1925.96
13670;22397;boleto;07/04/2024;848.5
13671;18594;pix;18/02/2024;614.04
13672;44974;boleto;15/05/2024;922.12
13673;41499;pix;02/05/2024;187.64
13674;1157;pix;25/02/2024;134.33
13675;30997;paypal;15/06/2024;1999.04
13676;20839;paypal;24/03/2024;1433.71
13677;27627;pix;03/09/2024;1690.7
13678;12409;cartao_credito;26/07/2024;1384.35
13679;4564;cartao_credito;25/03/2024;303.29
13680;39693;pix;05/05/2024;1381.66
13681;5358;pix;05/07/2024;1341.34
13682;2247;cartao_credito;10/01/2024;956.2
13683;18473;cartao_credito;11/01/2024;1159.56
13684;23872;cartao_credito;28/07/2024;378.02
13685;9507;cartao_credito;12/06/2024;801.32
13686;13738;pix;21/07/2024;228.6
13687;1945;paypal;10/04/2024;1783.8
13688;10383;boleto;21/04/2024;1676.57
13689;22096;paypal;31/01/2024;1476.32
13690;23968;cartao_credito;27/07/2024;1171.5
13691;43865;pix;29/02/2024;1017.33
13692;20323;paypal;02/06/2024;898.32
13693;5054;paypal;16/06/2024;723.35
13694;4566;boleto;12/08/2024;1941.42
13695;13730;cartao_credito;06/09/2024;818.51
13696;39453;boleto;21/01/2024;825.69
13697;4218;pix;04/02/2024;186.18
13698;27089;cartao_credito;22/01/2024;1257.53
13699;3815;boleto;11/03/2024;1935.85
13700;4295;pix;22/02/2024;1063.58
13701;24710;boleto;06/08/2024;107.72
13702;22252;cartao_credito;18/08/2024;713.21
13703;40447;pix;01/03/2024;734.8
13704;28364;boleto;17/02/2024;819.82
13705;27548;cartao_credito;18/08/2024;468.22
13706;19136;cartao_credito;14/07/2024;299.91
13707;18911;paypal;21/07/2024;1097.66
13708;13237;pix;04/09/2024;1304.09
13709;31369;boleto;07/04/2024;1305.09
13710;42059;cartao_credito;17/04/2024;106.8
13711;17452;boleto;13/09/2024;774.89
13712;38590;paypal;30/07/2024;1409.0
13713;37721;paypal;11/06/2024;1000.28
13714;11009;boleto;27/04/2024;1077.33
13715;26614;paypal;03/04/2024;83.71
13716;14556;boleto;29/05/2024;311.68
13717;39127;pix;02/05/2024;1770.77
13718;43238;paypal;11/06/2024;269.39
13719;40097;boleto;09/08/2024;1734.58
13720;4777;paypal;23/08/2024;715.36
13721;12946;pix;29/05/2024;590.4
13722;18697;paypal;24/02/2024;224.81
13723;551;boleto;19/03/2024;37.68
13724;20811;boleto;31/01/2024;394.16
13725;12686;pix;10/09/2024;1202.46
13726;28532;cartao_credito;13/05/2024;1873.6
13727;39355;boleto;28/03/2024;1906.64
13728;32700;paypal;18/05/2024;589.12
13729;38657;paypal;29/01/2024;126.28
13730;33084;paypal;15/07/2024;176.77
13731;28310;cartao_credito;21/05/2024;1947.02
13732;44700;cartao_credito;24/02/2024;979.11
13733;36245;boleto;19/08/2024;149.79
13734;29400;boleto;25/02/2024;1534.83
13735;9363;pix;13/01/2024;1421.61
13736;10783;paypal;31/01/2024;1881.53
13737;18214;boleto;22/01/2024;891.19
13738;11147;boleto;06/09/2024;905.66
13739;41924;boleto;17/05/2024;218.14
13740;38577;pix;27/02/2024;1185.23
13741;26399;boleto;01/07/2024;1135.55
13742;21641;paypal;10/02/2024;1664.44
13743;14479;cartao_credito;25/05/2024;1305.22
13744;10300;cartao_credito;10/08/2024;453.22
13745;16078;pix;18/05/2024;153.25
13746;30899;boleto;14/05/2024;1377.79
13747;140;cartao_credito;10/05/2024;817.43
13748;1660;paypal;17/02/2024;1283.46
13749;36809;paypal;16/05/2024;1955.56
13750;12375;cartao_credito;16/07/2024;1614.37
13751;14244;boleto;21/03/2024;1745.37
13752;17077;cartao_credito;01/05/2024;1931.02
13753;33221;pix;17/01/2024;786.56
13754;42010;boleto;06/05/2024;1666.52
13755;1081;paypal;10/05/2024;277.61
13756;13955;boleto;15/08/2024;1010.22
13757;11765;cartao_credito;19/04/2024;740.41
13758;32516;boleto;03/09/2024;1343.43
13759;24752;paypal;11/02/2024;1869.2
13760;13590;cartao_credito;28/08/2024;1747.63
13761;1182;pix;10/02/2024;1296.94
13762;24487;pix;24/08/2024;1654.88
13763;20520;cartao_credito;08/05/2024;644.23
13764;33162;cartao_credito;09/05/2024;1060.0
13765;15563;paypal;25/02/2024;954.04
13766;35019;pix;29/01/2024;1886.08
13767;11284;cartao_credito;12/08/2024;1963.21
13768;11922;cartao_credito;23/04/2024;1289.14
13769;33961;pix;06/04/2024;1297.3
13770;40948;cartao_credito;03/08/2024;1366.9
13771;27699;paypal;06/07/2024;462.23
13772;3266;paypal;24/01/2024;1232.44
13773;15005;cartao_credito;06/08/2024;1378.65
13774;10761;paypal;02/01/2024;1864.22
13775;30229;paypal;12/04/2024;741.01
13776;16943;paypal;02/01/2024;759.34
13777;24825;paypal;13/09/2024;1479.08
13778;26008;paypal;21/08/2024;972.76
13779;6961;boleto;16/08/2024;1393.73
13780;14888;cartao_credito;10/02/2024;1080.9
13781;37234;cartao_credito;28/01/2024;1198.44
13782;34459;pix;29/08/2024;1085.03
13783;35757;cartao_credito;14/07/2024;1352.71
13784;10565;pix;26/04/2024;1232.16
13785;32634;paypal;12/03/2024;1574.39
13786;25748;paypal;17/03/2024;1942.9
13787;21446;cartao_credito;26/03/2024;838.72
13788;17491;boleto;13/06/2024;1634.32
13789;42975;cartao_credito;05/09/2024;1250.88
13790;43139;cartao_credito;22/01/2024;1626.99
13791;6766;pix;02/02/2024;757.45
13792;35313;boleto;17/07/2024;605.48
13793;39459;boleto;16/08/2024;1336.3
13794;32842;boleto;28/08/2024;216.21
13795;19786;boleto;16/08/2024;694.92
13796;25084;pix;03/08/2024;414.76
13797;21938;pix;02/06/2024;1795.56
13798;4562;cartao_credito;30/07/2024;1933.34
13799;15909;pix;01/08/2024;533.45
13800;36017;paypal;10/01/2024;1877.77
13801;36127;pix;04/06/2024;252.38
13802;30080;paypal;30/05/2024;465.86
13803;15589;paypal;17/03/2024;1186.74
13804;23548;paypal;07/09/2024;1115.38
13805;16059;cartao_credito;31/01/2024;172.91
13806;26135;cartao_credito;07/02/2024;1347.99
13807;28491;cartao_credito;20/06/2024;1468.91
13808;36260;pix;19/02/2024;337.65
13809;4078;cartao_credito;06/02/2024;743.09
13810;38133;cartao_credito;11/01/2024;42.84
13811;17424;cartao_credito;10/04/2024;713.45
13812;23200;pix;25/08/2024;648.85
13813;12294;cartao_credito;30/08/2024;754.07
13814;19038;pix;17/06/2024;81.12
13815;43689;boleto;15/07/2024;1391.86
13816;43739;cartao_credito;30/05/2024;1986.45
13817;19579;pix;30/01/2024;1840.2
13818;27908;cartao_credito;26/08/2024;241.48
13819;8558;cartao_credito;19/08/2024;507.59
13820;21272;pix;30/03/2024;1900.77
13821;4345;paypal;05/02/2024;420.69
13822;38349;boleto;02/08/2024;499.7
13823;5285;pix;01/03/2024;1114.8
13824;15614;pix;17/05/2024;1519.08
13825;37173;boleto;17/02/2024;705.67
13826;17246;pix;20/01/2024;1330.32
13827;35052;boleto;03/08/2024;514.99
13828;32567;pix;24/08/2024;22.51
13829;6338;cartao_credito;14/01/2024;1354.73
13830;10601;cartao_credito;02/07/2024;1849.56
13831;13698;paypal;10/01/2024;559.5
13832;43034;paypal;24/05/2024;1033.01
13833;15441;pix;07/07/2024;960.02
13834;24415;cartao_credito;15/05/2024;1821.83
13835;35949;boleto;09/08/2024;1851.25
13836;36843;cartao_credito;26/08/2024;1063.86
13837;2407;cartao_credito;28/07/2024;920.64
13838;42263;boleto;03/01/2024;1610.6
13839;29779;pix;19/07/2024;608.27
13840;4252;pix;15/09/2024;1858.11
13841;6558;cartao_credito;14/06/2024;31.52
13842;16524;paypal;04/05/2024;1746.07
13843;10344;boleto;08/01/2024;919.35
13844;22517;pix;27/02/2024;817.13
13845;30591;boleto;21/01/2024;116.65
13846;34844;boleto;23/09/2024;33.9
13847;40651;pix;08/07/2024;1278.26
13848;16041;boleto;23/07/2024;459.72
13849;11581;pix;20/07/2024;830.82
13850;41884;pix;18/09/2024;1413.49
13851;1272;pix;06/09/2024;1188.96
13852;31999;pix;04/06/2024;596.69
13853;32221;cartao_credito;21/03/2024;476.23
13854;33324;pix;04/08/2024;706.86
13855;11158;cartao_credito;25/07/2024;1559.98
13856;12866;paypal;05/05/2024;1755.99
13857;32742;pix;19/01/2024;1956.61
13858;1420;boleto;07/06/2024;1210.64
13859;612;paypal;16/05/2024;299.11
13860;7032;paypal;16/05/2024;573.24
13861;39521;cartao_credito;20/08/2024;1371.37
13862;43038;boleto;25/08/2024;1367.41
13863;20784;boleto;02/04/2024;1895.63
13864;17756;pix;09/05/2024;561.31
13865;1549;pix;18/06/2024;226.74
13866;23854;paypal;09/07/2024;492.93
13867;34187;pix;01/01/2024;495.64
13868;846;cartao_credito;14/09/2024;710.09
13869;39147;pix;19/09/2024;1673.47
13870;21216;pix;01/06/2024;1577.76
13871;39306;cartao_credito;31/05/2024;1244.77
13872;38533;boleto;19/09/2024;982.98
13873;10991;cartao_credito;15/09/2024;571.57
13874;35480;boleto;29/08/2024;624.0
13875;23551;paypal;25/04/2024;1112.0
13876;39357;pix;04/02/2024;1935.14
13877;40076;paypal;07/02/2024;1839.24
13878;25496;boleto;27/07/2024;1341.42
13879;9750;boleto;12/07/2024;181.44
13880;33872;cartao_credito;09/05/2024;946.14
13881;5763;pix;06/05/2024;1713.38
13882;38225;cartao_credito;08/01/2024;944.39
13883;996;boleto;20/04/2024;1529.34
13884;31215;cartao_credito;09/01/2024;681.27
13885;28270;boleto;12/07/2024;1835.42
13886;30075;paypal;28/02/2024;1149.8
13887;5483;paypal;15/06/2024;980.2
13888;7701;cartao_credito;21/01/2024;945.98
13889;9338;paypal;11/02/2024;635.61
13890;44922;pix;22/06/2024;1730.22
13891;949;boleto;26/08/2024;952.85
13892;24423;pix;16/05/2024;1237.21
13893;35600;cartao_credito;12/04/2024;764.43
13894;3039;cartao_credito;27/01/2024;30.34
13895;16424;cartao_credito;23/09/2024;811.3
13896;40328;cartao_credito;20/03/2024;738.19
13897;824;boleto;30/06/2024;1768.25
13898;19951;pix;02/05/2024;1524.35
13899;37643;paypal;27/01/2024;1520.63
13900;2150;paypal;17/01/2024;1848.88
13901;39977;boleto;15/04/2024;1710.91
13902;38758;cartao_credito;27/07/2024;1571.44
13903;26603;cartao_credito;31/07/2024;1134.95
13904;17551;boleto;23/01/2024;978.89
13905;1619;cartao_credito;10/02/2024;1891.97
13906;11081;pix;04/01/2024;1440.16
13907;822;pix;28/07/2024;650.56
13908;38866;pix;13/01/2024;1489.82
13909;17921;pix;01/08/2024;199.21
13910;38290;paypal;23/04/2024;1966.62
13911;38804;pix;01/04/2024;1767.97
13912;13905;pix;19/02/2024;962.52
13913;27135;paypal;23/03/2024;1183.15
13914;3813;paypal;29/01/2024;1945.48
13915;27001;boleto;16/05/2024;210.82
13916;8732;pix;22/06/2024;1143.02
13917;10419;paypal;10/04/2024;341.52
13918;39171;boleto;13/01/2024;749.59
13919;43373;cartao_credito;07/05/2024;1332.89
13920;30743;paypal;23/06/2024;389.87
13921;32224;cartao_credito;10/07/2024;990.11
13922;5713;pix;03/02/2024;408.11
13923;33460;paypal;19/06/2024;1322.03
13924;39168;boleto;22/06/2024;1919.53
13925;26627;boleto;11/02/2024;132.88
13926;22778;cartao_credito;17/06/2024;1414.34
13927;40137;paypal;06/08/2024;1248.79
13928;19709;boleto;08/02/2024;1168.42
13929;2881;boleto;27/08/2024;832.76
13930;1764;paypal;29/04/2024;1921.79
13931;13093;paypal;18/03/2024;829.33
13932;28576;paypal;12/05/2024;1348.79
13933;43581;pix;24/07/2024;1772.21
13934;6429;pix;31/05/2024;1491.91
13935;5555;pix;03/04/2024;1508.36
13936;14745;pix;11/02/2024;540.62
13937;35733;pix;12/08/2024;1453.67
13938;23562;paypal;22/07/2024;1954.4
13939;8488;cartao_credito;10/06/2024;413.15
13940;28055;pix;01/01/2024;198.29
13941;25378;paypal;19/04/2024;888.9
13942;19696;cartao_credito;20/07/2024;1085.2
13943;40934;pix;14/09/2024;277.55
13944;8179;paypal;15/07/2024;820.15
13945;12318;pix;31/07/2024;1414.23
13946;7824;paypal;01/03/2024;1955.52
13947;10061;paypal;04/02/2024;438.75
13948;32252;boleto;27/01/2024;950.72
13949;4526;pix;30/07/2024;290.96
13950;42832;paypal;22/07/2024;1060.23
13951;20330;paypal;25/08/2024;446.55
13952;20052;paypal;21/07/2024;277.91
13953;25175;paypal;26/07/2024;1636.83
13954;982;cartao_credito;17/08/2024;1603.9
13955;28924;paypal;18/04/2024;1395.07
13956;36052;cartao_credito;22/09/2024;1678.84
13957;39711;paypal;11/03/2024;1510.52
13958;14998;cartao_credito;01/06/2024;559.56
13959;43946;paypal;07/04/2024;1981.77
13960;23214;pix;18/09/2024;664.66
13961;5282;cartao_credito;17/03/2024;353.27
13962;17246;pix;09/02/2024;945.65
13963;26176;paypal;05/04/2024;1151.17
13964;13747;cartao_credito;14/09/2024;1794.53
13965;33360;boleto;29/08/2024;161.0
13966;26361;cartao_credito;10/04/2024;747.34
13967;33970;boleto;07/09/2024;862.28
13968;2281;boleto;29/06/2024;1862.7
13969;858;pix;20/03/2024;1129.21
13970;9350;boleto;09/01/2024;256.13
13971;7708;cartao_credito;23/03/2024;282.39
13972;19364;boleto;16/08/2024;174.28
13973;22052;cartao_credito;25/03/2024;546.95
13974;29304;boleto;06/05/2024;1899.0
13975;6509;cartao_credito;01/04/2024;879.65
13976;43336;pix;16/09/2024;325.24
13977;2973;paypal;20/03/2024;75.97
13978;33818;paypal;24/08/2024;1544.62
13979;27304;paypal;15/08/2024;1012.76
13980;39835;boleto;23/03/2024;673.28
13981;9370;paypal;01/06/2024;1982.79
13982;4904;pix;28/08/2024;181.47
13983;10690;pix;14/07/2024;283.59
13984;36603;paypal;23/03/2024;27.22
13985;19161;cartao_credito;17/01/2024;1057.0
13986;22697;boleto;11/09/2024;1363.5
13987;9851;paypal;06/01/2024;908.81
13988;9678;pix;31/07/2024;1052.27
13989;7333;paypal;03/02/2024;1735.76
13990;40362;pix;02/03/2024;69.57
13991;29901;cartao_credito;05/03/2024;1771.96
13992;2419;paypal;16/05/2024;872.4
13993;30100;cartao_credito;11/09/2024;1660.47
13994;23410;paypal;09/08/2024;911.04
13995;17996;pix;03/02/2024;152.1
13996;20376;pix;03/04/2024;1546.57
13997;4203;cartao_credito;15/02/2024;491.79
13998;33421;cartao_credito;28/06/2024;1082.09
13999;28588;pix;20/03/2024;1294.82
14000;885;paypal;28/07/2024;1179.62
14001;31914;cartao_credito;03/03/2024;660.28
14002;10505;cartao_credito;24/03/2024;1701.67
14003;15141;boleto;14/07/2024;1912.58
14004;13713;pix;20/08/2024;1885.85
14005;23916;boleto;10/09/2024;1619.39
14006;44491;cartao_credito;15/05/2024;853.45
14007;27333;paypal;14/01/2024;1083.62
14008;33210;paypal;31/01/2024;398.68
14009;11140;paypal;16/04/2024;1271.01
14010;39514;boleto;13/07/2024;913.82
14011;30370;boleto;28/05/2024;917.72
14012;41638;cartao_credito;16/03/2024;786.91
14013;29541;boleto;15/07/2024;172.84
14014;38208;paypal;10/03/2024;1712.74
14015;39704;pix;02/05/2024;298.94
14016;44893;pix;11/01/2024;1111.95
14017;23118;paypal;03/07/2024;851.04
14018;39303;paypal;09/02/2024;1802.68
14019;44329;cartao_credito;18/04/2024;1865.46
14020;6674;boleto;03/09/2024;809.5
14021;36181;paypal;20/07/2024;1021.87
14022;29960;boleto;26/06/2024;959.74
14023;31376;cartao_credito;27/03/2024;610.85
14024;11427;boleto;13/04/2024;133.56
14025;2566;boleto;29/05/2024;396.62
14026;33655;boleto;09/07/2024;1456.46
14027;33257;pix;13/09/2024;1294.35
14028;42246;pix;18/08/2024;1185.64
14029;41693;pix;23/02/2024;857.24
14030;22507;pix;08/08/2024;268.49
14031;11275;boleto;27/08/2024;303.08
14032;21989;paypal;18/02/2024;353.94
14033;29494;cartao_credito;03/04/2024;1387.7
14034;9452;paypal;06/02/2024;1495.94
14035;30824;paypal;22/07/2024;948.01
14036;10415;paypal;20/01/2024;1996.12
14037;30936;pix;16/07/2024;1775.9
14038;23514;boleto;03/02/2024;358.45
14039;42250;paypal;28/04/2024;602.57
14040;37734;boleto;16/03/2024;504.59
14041;36812;cartao_credito;21/02/2024;519.85
14042;20085;cartao_credito;07/07/2024;1772.18
14043;26770;cartao_credito;21/02/2024;788.59
14044;29892;pix;17/03/2024;70.61
14045;20794;boleto;20/03/2024;1058.35
14046;29055;paypal;12/07/2024;985.86
14047;32019;boleto;29/08/2024;1857.7
14048;12586;paypal;23/08/2024;366.55
14049;3110;cartao_credito;08/09/2024;1309.05
14050;12344;paypal;05/08/2024;933.16
14051;34174;cartao_credito;24/08/2024;861.48
14052;44229;paypal;04/08/2024;879.2
14053;22692;boleto;06/03/2024;304.49
14054;3201;paypal;06/02/2024;1725.73
14055;17463;paypal;11/01/2024;626.04
14056;31451;pix;24/06/2024;1562.55
14057;4184;paypal;15/08/2024;1243.82
14058;136;boleto;25/05/2024;115.08
14059;1107;boleto;11/09/2024;1649.67
14060;8011;boleto;31/07/2024;1679.17
14061;13620;boleto;11/08/2024;93.72
14062;7256;pix;01/09/2024;1409.95
14063;8708;cartao_credito;08/02/2024;629.29
14064;8444;paypal;09/04/2024;568.55
14065;21624;cartao_credito;20/01/2024;270.68
14066;32341;paypal;08/04/2024;266.72
14067;1172;cartao_credito;25/03/2024;1923.0
14068;31653;pix;12/03/2024;1461.39
14069;22582;paypal;14/09/2024;75.04
14070;17744;cartao_credito;27/04/2024;1532.12
14071;20259;cartao_credito;02/04/2024;758.47
14072;3672;pix;30/05/2024;1495.59
14073;21519;pix;29/03/2024;43.23
14074;15871;cartao_credito;14/09/2024;642.44
14075;15926;paypal;04/01/2024;1708.97
14076;24424;boleto;01/08/2024;1651.25
14077;38322;paypal;12/08/2024;826.04
14078;33065;boleto;22/02/2024;1691.48
14079;16529;cartao_credito;22/03/2024;1678.99
14080;25765;boleto;22/01/2024;588.39
14081;19330;pix;25/04/2024;1191.42
14082;27874;pix;22/06/2024;1202.46
14083;23233;pix;25/08/2024;1261.06
14084;39185;cartao_credito;21/09/2024;1940.25
14085;16191;pix;23/01/2024;204.2
14086;20271;pix;03/07/2024;1276.11
14087;5129;cartao_credito;02/07/2024;584.44
14088;36505;boleto;14/08/2024;288.01
14089;27867;paypal;30/07/2024;625.43
14090;38435;pix;02/06/2024;1658.48
14091;18661;paypal;30/08/2024;1950.57
14092;33392;cartao_credito;21/07/2024;30.68
14093;839;cartao_credito;13/02/2024;854.44
14094;32559;boleto;24/01/2024;650.43
14095;19890;cartao_credito;26/03/2024;984.43
14096;39166;boleto;02/01/2024;720.37
14097;1108;boleto;19/09/2024;1493.55
14098;11368;paypal;26/02/2024;1848.17
14099;7121;pix;29/02/2024;987.29
14100;18057;cartao_credito;20/01/2024;1300.11
14101;16146;boleto;11/08/2024;1382.58
14102;25372;boleto;31/08/2024;87.08
14103;29879;paypal;16/06/2024;339.74
14104;39368;pix;19/06/2024;977.91
14105;23400;boleto;03/04/2024;1485.28
14106;44168;paypal;23/09/2024;473.68
14107;15016;pix;03/04/2024;267.37
14108;826;cartao_credito;27/01/2024;709.55
14109;24978;boleto;08/08/2024;372.75
14110;14006;paypal;23/06/2024;1111.37
14111;44609;boleto;12/03/2024;1988.8
14112;383;paypal;15/07/2024;645.48
14113;13036;boleto;08/06/2024;289.64
14114;34036;paypal;29/04/2024;199.57
14115;6857;cartao_credito;20/05/2024;1837.91
14116;11649;paypal;14/08/2024;1545.88
14117;29577;cartao_credito;10/07/2024;154.75
14118;33589;paypal;12/01/2024;150.43
14119;249;paypal;24/05/2024;482.94
14120;31659;pix;18/07/2024;1823.2
14121;6029;pix;30/01/2024;450.1
14122;25718;boleto;14/03/2024;1454.32
14123;28746;boleto;07/01/2024;1240.5
14124;10335;boleto;15/08/2024;58.94
14125;38849;boleto;01/06/2024;914.55
14126;43067;paypal;10/06/2024;866.87
14127;33412;paypal;01/08/2024;141.6
14128;29066;cartao_credito;02/02/2024;470.72
14129;40735;pix;08/09/2024;1849.83
14130;10101;cartao_credito;21/07/2024;1341.69
14131;35656;cartao_credito;10/01/2024;318.11
14132;4597;paypal;12/09/2024;453.46
14133;34772;boleto;16/05/2024;1621.7
14134;31443;cartao_credito;15/09/2024;1795.86
14135;6600;cartao_credito;09/01/2024;581.99
14136;34535;pix;29/08/2024;1201.19
14137;2490;pix;05/08/2024;447.29
14138;31248;pix;22/01/2024;136.13
14139;8203;pix;24/05/2024;1289.09
14140;14114;boleto;19/08/2024;1196.07
14141;10303;boleto;12/04/2024;1353.95
14142;14937;cartao_credito;02/03/2024;517.14
14143;19947;cartao_credito;16/08/2024;735.41
14144;2696;paypal;08/06/2024;387.24
14145;14251;paypal;21/05/2024;846.75
14146;21814;paypal;03/08/2024;827.36
14147;29445;boleto;29/08/2024;771.58
14148;15465;paypal;16/09/2024;709.87
14149;30494;paypal;08/03/2024;25.51
14150;14206;cartao_credito;21/04/2024;1549.75
14151;38562;boleto;08/01/2024;32.44
14152;34987;cartao_credito;29/03/2024;942.57
14153;8011;boleto;06/05/2024;192.39
14154;41781;boleto;10/09/2024;1263.93
14155;23288;paypal;10/06/2024;105.51
14156;14424;boleto;06/01/2024;260.41
14157;38027;paypal;06/06/2024;668.8
14158;1432;cartao_credito;05/08/2024;586.51
14159;1762;boleto;19/08/2024;314.13
14160;6465;cartao_credito;26/03/2024;1653.88
14161;5464;boleto;06/03/2024;1029.47
14162;6706;boleto;30/06/2024;1952.53
14163;38379;pix;05/03/2024;1196.73
14164;1365;paypal;26/05/2024;525.45
14165;26356;boleto;14/09/2024;619.01
14166;17129;boleto;13/03/2024;1799.56
14167;24840;paypal;31/08/2024;27.24
14168;18764;cartao_credito;07/05/2024;527.53
14169;18989;cartao_credito;08/04/2024;1317.66
14170;42808;pix;13/06/2024;796.61
14171;32654;paypal;30/08/2024;540.59
14172;18414;pix;31/01/2024;1588.3
14173;13546;pix;24/05/2024;110.78
14174;19932;pix;17/08/2024;73.71
14175;18970;paypal;22/06/2024;1564.07
14176;22137;paypal;15/07/2024;1847.87
14177;15783;boleto;21/05/2024;452.73
14178;1256;cartao_credito;28/01/2024;304.72
14179;6848;boleto;04/02/2024;929.51
14180;21385;cartao_credito;04/06/2024;1052.35
14181;41783;boleto;01/02/2024;1194.06
14182;25486;cartao_credito;09/03/2024;897.81
14183;23802;cartao_credito;06/07/2024;1881.56
14184;42625;paypal;13/07/2024;1055.95
14185;19181;boleto;27/04/2024;937.0
14186;13558;boleto;22/03/2024;1622.71
14187;17304;pix;13/01/2024;1633.96
14188;11721;pix;20/04/2024;1723.08
14189;37980;boleto;14/08/2024;732.63
14190;7442;paypal;19/02/2024;1915.11
14191;23323;paypal;09/03/2024;560.74
14192;6836;pix;18/05/2024;1444.15
14193;25668;cartao_credito;13/08/2024;714.94
14194;21357;cartao_credito;05/06/2024;553.81
14195;7196;boleto;27/06/2024;380.56
14196;38104;boleto;02/08/2024;905.36
14197;3344;cartao_credito;26/04/2024;162.92
14198;2169;pix;13/09/2024;464.37
14199;38553;pix;25/04/2024;800.7
14200;37162;pix;05/08/2024;875.79
14201;9400;cartao_credito;25/03/2024;263.63
14202;15949;cartao_credito;26/02/2024;561.48
14203;38970;cartao_credito;20/07/2024;899.56
14204;41363;boleto;15/09/2024;1390.0
14205;41951;cartao_credito;23/02/2024;1265.01
14206;40555;boleto;31/03/2024;394.37
14207;27361;paypal;21/07/2024;165.92
14208;13877;paypal;29/03/2024;82.84
14209;43116;paypal;21/09/2024;156.73
14210;36892;cartao_credito;13/06/2024;612.27
14211;2904;cartao_credito;03/05/2024;945.6
14212;43454;paypal;29/06/2024;198.51
14213;37631;pix;31/07/2024;875.0
14214;11733;paypal;27/05/2024;1642.81
14215;31166;boleto;02/08/2024;1609.87
14216;15922;pix;19/02/2024;883.99
14217;35507;paypal;07/05/2024;1663.07
14218;22087;pix;17/09/2024;525.09
14219;7519;pix;30/03/2024;1191.32
14220;24942;boleto;21/09/2024;789.49
14221;21986;pix;06/08/2024;1781.32
14222;10336;pix;05/02/2024;124.96
14223;10668;cartao_credito;07/06/2024;302.73
14224;44363;cartao_credito;12/01/2024;531.25
14225;39067;cartao_credito;05/09/2024;1254.41
14226;34612;pix;23/05/2024;509.02
14227;12636;cartao_credito;12/03/2024;1317.42
14228;25870;paypal;28/01/2024;1830.05
14229;37146;pix;07/09/2024;1312.41
14230;6881;pix;04/03/2024;1298.56
14231;33898;cartao_credito;18/05/2024;819.8
14232;22285;cartao_credito;23/05/2024;501.43
14233;24977;paypal;24/01/2024;1678.91
14234;29940;paypal;28/07/2024;515.83
14235;16337;boleto;19/04/2024;822.59
14236;41115;paypal;05/02/2024;1847.03
14237;30179;paypal;23/09/2024;1121.52
14238;8849;paypal;18/02/2024;1413.9
14239;7913;boleto;15/02/2024;1246.76
14240;18704;pix;11/06/2024;1100.73
14241;38139;pix;29/05/2024;1241.27
