order_id;customer_id;product_id;quantidade;preco_total;data_pedido;status
5514;8176;5043;2;1150.5;01/07/2024;entregue
5515;6505;18349;2;767.88;14/06/2024;entregue
5516;31866;4100;4;1856.62;14/08/2024;enviado
5517;31237;40494;1;759.33;31/03/2024;enviado
5518;11455;4633;2;265.25;18/07/2024;cancelado
5519;39583;13695;5;1675.66;04/04/2024;pendente
5520;24431;18845;1;1111.13;29/01/2024;pendente
5521;43831;34999;2;87.97;30/05/2024;enviado
5522;14116;12183;2;1988.87;16/08/2024;pendente
5523;1705;23066;5;151.24;28/04/2024;enviado
5524;37160;36434;5;465.46;12/08/2024;entregue
5525;18598;6484;5;1091.58;05/04/2024;enviado
5526;32474;31204;2;987.69;01/03/2024;cancelado
5527;29774;43810;3;957.27;04/09/2024;cancelado
5528;172;31586;3;1136.27;06/09/2024;entregue
5529;39713;36164;4;348.36;03/05/2024;entregue
5530;14122;8507;4;1382.89;14/02/2024;entregue
5531;1873;6939;1;1452.14;20/02/2024;entregue
5532;42692;28166;4;314.56;02/06/2024;enviado
5533;3565;37057;2;1724.31;25/03/2024;pendente
5534;39817;9623;1;672.89;13/05/2024;cancelado
5535;24768;906;5;965.07;09/09/2024;pendente
5536;27860;28570;3;1240.26;21/01/2024;pendente
5537;4175;1694;3;1707.96;08/03/2024;enviado
5538;39750;10516;2;223.28;24/03/2024;entregue
5539;39909;21858;2;1199.7;20/04/2024;entregue
5540;34445;39574;1;226.04;11/08/2024;enviado
5541;28479;43892;5;30.24;11/04/2024;entregue
5542;14250;15733;4;1995.0;29/06/2024;entregue
5543;43647;24574;4;1787.88;03/08/2024;entregue
5544;15332;8290;4;141.11;08/07/2024;enviado
5545;14355;23132;2;1191.08;10/04/2024;enviado
5546;15270;21357;1;1051.94;18/03/2024;enviado
5547;26463;27672;4;670.22;25/01/2024;pendente
5548;13277;9312;2;702.33;13/01/2024;enviado
5549;41889;10542;5;1110.44;08/07/2024;entregue
5550;27197;23597;4;1656.39;30/08/2024;cancelado
5551;30717;40855;5;1491.91;24/08/2024;enviado
5552;10237;10187;4;1443.37;20/02/2024;cancelado
5553;29074;34995;2;56.56;05/09/2024;enviado
5554;11749;20253;3;1364.76;17/05/2024;enviado
5555;19171;5013;2;1767.07;12/01/2024;entregue
5556;16074;40796;1;1854.62;05/03/2024;cancelado
5557;3628;33504;1;457.46;04/01/2024;cancelado
5558;25167;37179;2;1742.79;15/08/2024;cancelado
5559;25520;889;1;854.97;05/05/2024;entregue
5560;11671;11867;2;60.23;09/02/2024;cancelado
5561;5659;15679;1;1553.67;08/06/2024;cancelado
5562;23040;11084;3;1796.02;09/08/2024;enviado
5563;13003;9207;4;1797.17;22/04/2024;entregue
5564;3839;42602;5;530.37;02/02/2024;enviado
5565;8000;27210;3;1136.96;20/05/2024;cancelado
5566;19810;21858;4;638.56;04/03/2024;enviado
5567;22894;32782;5;1957.22;31/01/2024;cancelado
5568;18738;591;1;1448.55;11/02/2024;cancelado
5569;19217;10809;5;1235.82;23/03/2024;entregue
5570;12705;17005;5;594.12;07/04/2024;cancelado
5571;7339;7301;1;1146.58;07/08/2024;pendente
5572;18591;9603;5;727.76;30/06/2024;entregue
5573;397;16868;4;1735.51;17/06/2024;cancelado
5574;41705;41557;1;1854.73;15/07/2024;enviado
5575;29078;8443;3;1607.99;14/07/2024;entregue
5576;12285;7380;4;1222.54;17/05/2024;enviado
5577;35613;12572;4;1634.33;20/04/2024;enviado
5578;14046;10242;4;188.11;23/02/2024;cancelado
5579;3802;37161;3;46.99;03/02/2024;enviado
5580;38070;29144;4;1952.03;26/03/2024;pendente
5581;29560;27072;3;1694.49;22/09/2024;pendente
5582;34635;19456;1;939.63;02/08/2024;entregue
5583;27242;33924;4;1231.6;16/09/2024;pendente
5584;37741;25722;2;1690.59;22/06/2024;enviado
5585;3791;25276;3;157.33;10/07/2024;pendente
5586;9251;12951;2;808.39;07/06/2024;pendente
5587;7787;1782;1;820.34;16/02/2024;cancelado
5588;43358;32052;5;1439.0;12/04/2024;entregue
5589;28859;13780;2;1288.04;08/05/2024;entregue
5590;19015;12706;2;1992.96;05/02/2024;pendente
5591;26657;9010;4;356.74;08/08/2024;pendente
5592;26841;11676;1;1261.35;02/04/2024;enviado
5593;41325;8893;4;205.51;19/02/2024;pendente
5594;7685;39565;4;165.44;14/03/2024;pendente
5595;461;39247;4;1105.45;13/04/2024;cancelado
5596;14575;8581;2;769.12;23/07/2024;entregue
5597;20532;41486;4;1164.85;11/07/2024;entregue
5598;31108;12569;4;26.1;25/01/2024;cancelado
5599;18676;14861;4;1367.22;07/02/2024;enviado
5600;44330;2881;3;1202.24;14/03/2024;cancelado
5601;40872;12296;4;819.46;30/07/2024;cancelado
5602;37249;35162;1;1066.24;23/08/2024;pendente
5603;32231;4414;5;811.11;28/02/2024;entregue
5604;29663;11941;4;1519.8;13/04/2024;cancelado
5605;31467;34019;1;495.52;03/08/2024;cancelado
5606;31168;3983;5;1353.58;21/01/2024;pendente
5607;20126;33184;1;1320.76;12/01/2024;cancelado
5608;23483;5902;3;1725.84;28/06/2024;cancelado
5609;43221;5231;5;1877.74;23/08/2024;enviado
5610;11861;39308;4;389.24;24/08/2024;pendente
5611;39445;14722;3;1761.4;13/09/2024;enviado
5612;7565;19943;1;1989.21;22/01/2024;entregue
5613;10290;21868;4;1287.71;26/02/2024;cancelado
5614;42144;41051;1;1925.6;16/05/2024;enviado
5615;37379;12178;1;1325.92;12/05/2024;cancelado
5616;2616;12661;1;1645.61;21/07/2024;pendente
5617;41828;29799;3;1065.61;31/01/2024;cancelado
5618;10252;12468;5;1534.82;20/07/2024;cancelado
5619;25203;36324;1;1250.43;21/04/2024;entregue
5620;16418;12595;1;630.07;27/04/2024;cancelado
5621;34916;35177;1;1733.83;20/05/2024;cancelado
5622;26774;19003;1;1603.59;30/04/2024;cancelado
5623;25074;25816;4;1317.15;06/09/2024;entregue
5624;31440;13123;5;701.73;15/06/2024;entregue
5625;14938;8154;3;1395.69;03/01/2024;cancelado
5626;44138;26690;5;323.05;13/07/2024;entregue
5627;2470;35198;5;1709.26;15/01/2024;entregue
5628;2872;28357;5;1956.75;23/09/2024;pendente
5629;39840;12086;3;1501.94;14/02/2024;cancelado
5630;17114;10072;4;1910.17;08/02/2024;entregue
5631;26573;41733;1;1973.16;15/05/2024;enviado
5632;19455;2048;1;1165.8;16/04/2024;enviado
5633;30975;20604;5;638.92;17/08/2024;enviado
5634;40012;18706;2;323.47;06/06/2024;enviado
5635;24063;3093;3;1620.47;29/03/2024;enviado
5636;28553;7080;1;1693.06;11/03/2024;cancelado
5637;22964;21846;3;395.77;18/04/2024;cancelado
5638;8383;27396;3;416.7;25/04/2024;pendente
5639;13187;20779;4;76.13;03/09/2024;entregue
5640;11251;26228;5;1751.78;16/04/2024;cancelado
5641;43472;39166;2;1668.85;17/02/2024;pendente
5642;36176;6047;2;811.27;15/06/2024;cancelado
5643;1287;36371;1;1142.92;30/07/2024;cancelado
5644;6330;31260;3;1546.59;26/03/2024;pendente
5645;21449;27704;1;1257.09;12/08/2024;pendente
5646;2397;12142;4;109.18;07/09/2024;entregue
5647;12539;16310;2;463.31;07/07/2024;cancelado
5648;33820;16503;4;513.68;23/02/2024;cancelado
5649;14269;16021;1;822.42;27/03/2024;pendente
5650;18672;21547;1;805.6;20/05/2024;entregue
5651;26272;8604;1;487.3;17/02/2024;cancelado
5652;4206;11306;3;187.3;03/01/2024;pendente
5653;34044;40044;5;497.63;02/01/2024;pendente
5654;43709;35511;1;1592.23;21/07/2024;entregue
5655;43363;9480;1;962.59;16/01/2024;cancelado
5656;32999;1025;2;233.07;22/07/2024;enviado
5657;4453;44080;2;1596.19;13/03/2024;enviado
5658;36223;43984;2;1195.65;24/02/2024;enviado
5659;24678;31114;2;841.61;04/03/2024;enviado
5660;28720;1574;3;623.92;11/05/2024;cancelado
5661;8485;27817;4;1476.15;30/08/2024;enviado
5662;28470;38080;2;1857.78;01/05/2024;pendente
5663;13659;30807;1;1488.93;26/04/2024;pendente
5664;28963;4006;1;798.13;08/06/2024;enviado
5665;30573;18250;4;375.32;14/05/2024;entregue
5666;19161;11349;2;147.17;03/01/2024;cancelado
5667;3754;6447;3;245.92;21/01/2024;pendente
5668;231;3453;3;1422.44;26/07/2024;enviado
5669;1656;295;4;697.88;24/05/2024;cancelado
5670;15988;83;5;1021.74;02/05/2024;enviado
5671;5560;371;1;1116.69;28/08/2024;pendente
5672;18126;6054;5;69.73;13/01/2024;entregue
5673;8378;44607;5;1280.57;12/05/2024;pendente
5674;22137;27491;2;363.31;19/04/2024;entregue
5675;30066;36333;3;1954.93;03/09/2024;pendente
5676;21707;15307;3;1270.82;07/04/2024;pendente
5677;11256;34528;2;687.77;27/01/2024;cancelado
5678;6185;10435;1;1156.3;23/08/2024;pendente
5679;15652;35176;5;1569.11;03/03/2024;enviado
5680;44025;2953;4;241.37;05/04/2024;enviado
5681;37136;391;4;1564.92;03/02/2024;entregue
5682;42933;4585;4;1953.12;16/02/2024;pendente
5683;37133;15132;1;1878.71;30/06/2024;entregue
5684;3820;6116;3;821.08;12/09/2024;pendente
5685;41672;34755;2;1490.84;16/02/2024;cancelado
5686;10355;4035;3;1231.59;11/09/2024;entregue
5687;20439;43222;4;345.73;12/07/2024;enviado
5688;44561;25330;5;634.08;29/02/2024;cancelado
5689;6771;37171;2;1048.29;13/09/2024;entregue
5690;38295;6564;1;1382.01;21/08/2024;enviado
5691;2689;40164;5;925.12;02/03/2024;pendente
5692;42704;40848;2;1156.73;03/02/2024;enviado
5693;22439;27259;3;1807.85;19/03/2024;pendente
5694;22707;2084;1;1182.49;19/06/2024;entregue
5695;14775;38505;2;754.76;21/05/2024;cancelado
5696;28086;35539;1;627.47;04/09/2024;enviado
5697;2406;17202;4;66.19;30/08/2024;pendente
5698;4445;22104;1;1171.56;15/09/2024;enviado
5699;13983;15480;4;1626.32;01/04/2024;pendente
5700;17007;18723;5;565.46;18/03/2024;pendente
5701;33232;9193;3;533.81;20/03/2024;entregue
5702;37105;24923;1;1530.91;23/02/2024;enviado
5703;2048;26715;5;1022.49;01/08/2024;enviado
5704;5979;18851;4;230.89;16/04/2024;cancelado
5705;26382;16093;2;757.37;04/06/2024;entregue
5706;40018;11392;1;1154.43;03/09/2024;entregue
5707;39655;25644;3;446.87;12/05/2024;cancelado
5708;10448;43042;5;1672.4;23/05/2024;entregue
5709;20113;1103;2;1238.03;06/05/2024;enviado
5710;34662;32048;3;918.15;01/04/2024;pendente
5711;41235;6722;3;1360.81;19/09/2024;entregue
5712;7722;39914;2;1957.84;21/02/2024;entregue
5713;30910;8286;5;1975.92;16/04/2024;cancelado
5714;5747;22278;1;1908.25;27/08/2024;pendente
5715;42968;41360;4;427.39;04/07/2024;enviado
5716;31308;19361;4;369.69;06/06/2024;entregue
5717;18582;16179;5;1203.58;22/03/2024;pendente
5718;24055;28174;5;1853.1;16/08/2024;entregue
5719;24245;34320;3;1144.29;07/08/2024;enviado
5720;6355;36793;2;538.11;30/03/2024;pendente
5721;20998;14346;2;598.54;22/06/2024;entregue
5722;30022;1207;1;1443.45;23/03/2024;enviado
5723;37495;41440;4;1080.91;15/02/2024;entregue
5724;22236;36954;5;92.4;28/01/2024;pendente
5725;13718;3727;3;1639.33;29/08/2024;pendente
5726;12719;24110;4;978.95;30/03/2024;enviado
5727;28156;36578;3;879.39;10/01/2024;entregue
5728;18700;18940;4;459.88;14/04/2024;entregue
5729;17422;25507;5;760.89;21/04/2024;enviado
5730;6012;20006;5;1089.45;15/04/2024;enviado
5731;36770;36096;2;60.85;29/01/2024;enviado
5732;20200;44448;2;1008.39;24/07/2024;cancelado
5733;23873;2932;2;1858.01;02/07/2024;entregue
5734;6611;18749;4;464.92;04/07/2024;entregue
5735;13077;13605;4;540.78;14/01/2024;cancelado
5736;4159;5190;2;1084.89;29/01/2024;pendente
5737;19126;12161;3;1988.62;23/03/2024;enviado
5738;13817;11081;5;1933.84;17/01/2024;enviado
5739;18034;39591;5;1197.82;18/08/2024;cancelado
5740;19016;41863;3;611.68;21/07/2024;cancelado
5741;39850;16560;2;1064.85;07/05/2024;enviado
5742;8290;18975;5;703.53;14/05/2024;entregue
5743;9435;32824;5;799.2;26/03/2024;cancelado
5744;8345;9761;1;1421.97;11/08/2024;entregue
5745;18583;33551;3;1567.34;22/02/2024;pendente
5746;1742;3259;4;233.52;20/01/2024;cancelado
5747;2587;4254;3;666.52;04/04/2024;pendente
5748;43945;8980;3;1982.75;20/04/2024;entregue
5749;13029;38985;3;585.21;18/01/2024;enviado
5750;13753;4383;2;998.21;24/02/2024;pendente
5751;19645;32661;1;310.81;01/05/2024;pendente
5752;37912;2801;5;297.31;12/04/2024;entregue
5753;29090;39690;1;1419.73;02/07/2024;entregue
5754;30176;26123;1;360.03;15/03/2024;enviado
5755;35442;29853;2;1505.46;08/05/2024;pendente
5756;43419;4334;5;564.72;03/02/2024;pendente
5757;8809;9114;1;525.45;11/06/2024;enviado
5758;26615;17415;1;1157.92;17/05/2024;entregue
5759;14492;20997;1;924.73;16/07/2024;enviado
5760;6308;17598;2;472.15;09/04/2024;cancelado
5761;4893;32664;2;1261.32;25/07/2024;pendente
5762;34627;8987;3;810.13;03/02/2024;enviado
5763;27463;9384;1;161.03;27/03/2024;entregue
5764;7445;20713;1;1892.71;12/04/2024;entregue
5765;24969;4261;5;1863.18;10/08/2024;pendente
5766;43285;34560;3;1386.72;03/04/2024;pendente
5767;39491;30919;4;204.51;01/03/2024;entregue
5768;24641;44994;3;1181.66;30/03/2024;entregue
5769;27492;38211;5;1073.11;22/08/2024;entregue
5770;21280;11171;2;1248.2;05/05/2024;pendente
5771;35629;31227;1;940.06;10/01/2024;pendente
5772;7027;5002;2;1884.51;06/09/2024;pendente
5773;35261;2141;5;1187.69;19/01/2024;pendente
5774;44200;41022;5;1724.91;30/05/2024;cancelado
5775;28364;24209;2;1807.56;13/05/2024;enviado
5776;38617;4598;2;981.59;09/04/2024;cancelado
5777;10999;34776;4;896.62;18/05/2024;enviado
5778;44407;25980;5;1568.06;18/04/2024;enviado
5779;35461;44100;1;1521.02;09/07/2024;pendente
5780;10727;33605;2;1580.37;09/07/2024;cancelado
5781;21274;8750;3;991.98;15/01/2024;cancelado
5782;1827;14189;1;1369.47;13/05/2024;entregue
5783;25710;2187;4;1177.04;16/03/2024;cancelado
5784;44390;10896;3;506.74;14/02/2024;cancelado
5785;38942;17500;2;35.85;23/06/2024;entregue
5786;21587;20312;4;1826.92;01/08/2024;cancelado
5787;38839;19586;5;222.12;03/06/2024;entregue
5788;28448;2444;1;1673.88;24/04/2024;entregue
5789;2163;27657;2;1261.47;15/02/2024;enviado
5790;27376;13061;2;354.93;19/02/2024;entregue
5791;44982;13686;5;955.19;30/01/2024;entregue
5792;44266;9523;5;385.28;19/01/2024;entregue
5793;35620;17619;4;334.38;12/05/2024;cancelado
5794;16539;39021;4;240.88;26/02/2024;enviado
5795;43506;16286;1;227.49;22/06/2024;pendente
5796;43687;4133;5;861.91;19/06/2024;pendente
5797;42440;25143;2;1216.51;30/08/2024;pendente
5798;11141;12485;4;1546.17;05/08/2024;enviado
5799;4787;6799;3;111.87;11/04/2024;cancelado
5800;15886;23792;5;177.56;07/06/2024;cancelado
5801;27453;12744;1;1371.9;04/07/2024;cancelado
5802;32218;36553;2;657.5;08/05/2024;pendente
5803;4223;23429;5;1956.53;24/05/2024;pendente
5804;2387;6195;2;986.68;11/01/2024;cancelado
5805;19204;21848;2;1879.42;05/02/2024;enviado
5806;31057;22863;5;928.15;26/07/2024;cancelado
5807;29524;37608;5;387.27;13/01/2024;pendente
5808;11306;31115;5;1329.29;19/09/2024;enviado
5809;35202;31567;5;297.19;04/06/2024;entregue
5810;10297;38173;2;161.62;26/08/2024;entregue
5811;19251;40942;5;1065.62;11/03/2024;entregue
5812;41871;821;5;1841.66;19/04/2024;entregue
5813;37622;23822;3;898.92;14/04/2024;pendente
5814;31160;30420;5;587.16;02/05/2024;entregue
5815;36023;43509;4;1499.17;12/08/2024;enviado
5816;2867;38852;1;229.32;16/05/2024;cancelado
5817;17071;41822;5;1152.22;22/08/2024;entregue
5818;37330;44126;2;436.57;23/04/2024;enviado
5819;11941;37869;4;182.85;13/03/2024;pendente
5820;14771;21494;5;1769.39;04/01/2024;pendente
5821;43831;36187;4;334.81;09/06/2024;enviado
5822;4195;29450;4;1137.39;10/02/2024;cancelado
5823;43685;21502;3;108.08;11/05/2024;pendente
5824;15579;35118;5;996.16;02/02/2024;cancelado
5825;6664;22215;1;937.69;29/01/2024;enviado
5826;20582;25918;3;1295.09;20/03/2024;enviado
5827;14549;2765;1;560.67;18/06/2024;enviado
5828;5198;8136;4;624.13;18/03/2024;cancelado
5829;34686;32530;1;1982.97;15/08/2024;cancelado
5830;7499;29750;4;67.02;13/08/2024;cancelado
5831;1815;40730;2;579.03;09/04/2024;enviado
5832;18150;38177;2;1807.94;05/03/2024;cancelado
5833;40301;11460;1;262.26;12/03/2024;pendente
5834;28540;26629;1;1421.67;01/01/2024;enviado
5835;43137;13498;3;42.16;25/04/2024;enviado
5836;42491;17990;1;1154.22;22/07/2024;enviado
5837;15846;44079;2;1850.36;06/04/2024;entregue
5838;39517;43485;5;210.94;21/03/2024;entregue
5839;5731;21534;2;1253.77;22/04/2024;entregue
5840;37545;34171;1;1898.97;28/06/2024;cancelado
5841;4988;30553;5;662.42;06/06/2024;cancelado
5842;27899;16953;3;279.82;05/05/2024;cancelado
5843;31970;27221;5;644.32;18/06/2024;entregue
5844;1133;18439;3;488.39;10/05/2024;entregue
5845;39147;11425;5;1095.63;03/04/2024;enviado
5846;44826;19560;5;1414.16;21/01/2024;pendente
5847;8618;44946;1;1188.73;19/02/2024;entregue
5848;8968;9413;4;972.55;16/07/2024;cancelado
5849;35501;34801;4;1202.38;29/02/2024;cancelado
5850;33829;1452;4;1602.17;04/04/2024;enviado
5851;15716;10357;4;1718.78;12/06/2024;enviado
5852;13591;18551;3;1841.52;03/01/2024;enviado
5853;41725;480;5;385.82;09/07/2024;enviado
5854;38587;36529;5;1301.56;17/02/2024;enviado
5855;40689;25483;1;1325.63;29/08/2024;entregue
5856;33257;3620;2;866.37;02/01/2024;enviado
5857;5508;44653;2;307.83;08/07/2024;pendente
5858;43861;30382;3;409.62;17/08/2024;enviado
5859;40499;17792;3;667.76;24/06/2024;enviado
5860;41580;16574;4;527.6;12/02/2024;entregue
5861;33009;16217;5;415.57;15/09/2024;entregue
5862;1677;10973;5;1225.73;17/05/2024;cancelado
5863;6159;44477;4;1973.22;30/06/2024;pendente
5864;32743;11689;3;1314.41;18/04/2024;pendente
5865;13112;34876;5;1205.64;23/08/2024;cancelado
5866;1286;40392;2;715.44;27/01/2024;entregue
5867;10603;25375;1;136.59;10/01/2024;entregue
5868;7139;16774;1;1221.28;14/07/2024;enviado
5869;2659;34948;5;1296.95;01/05/2024;enviado
5870;31532;37253;1;1602.47;08/07/2024;pendente
5871;28607;44425;1;776.77;20/03/2024;cancelado
5872;8970;25853;5;1059.0;15/01/2024;pendente
5873;16862;39706;1;1264.65;11/02/2024;pendente
5874;19808;18395;2;794.16;06/07/2024;enviado
5875;9708;33;4;429.16;06/06/2024;pendente
5876;1514;44782;2;442.52;11/09/2024;entregue
5877;43532;22721;2;240.35;12/04/2024;entregue
5878;33386;3887;2;1349.42;13/09/2024;entregue
5879;981;5543;4;1615.21;29/07/2024;entregue
5880;36050;35014;2;568.27;24/03/2024;enviado
5881;25194;41628;1;170.43;13/03/2024;entregue
5882;24757;18883;2;1800.17;01/04/2024;entregue
5883;11016;32320;5;1319.72;31/07/2024;cancelado
5884;7982;18696;1;46.74;02/06/2024;entregue
5885;6157;35282;1;25.98;09/09/2024;enviado
5886;1244;18467;5;1325.8;27/08/2024;cancelado
5887;5090;31413;5;1777.88;25/07/2024;enviado
5888;21167;2706;5;351.63;18/09/2024;enviado
5889;12473;29199;1;1443.62;08/08/2024;pendente
5890;14371;31160;1;915.01;21/06/2024;enviado
5891;3614;7988;4;121.97;10/06/2024;enviado
5892;7365;43958;3;297.67;27/05/2024;pendente
5893;30017;36009;4;1964.8;11/07/2024;cancelado
5894;13403;33681;3;1139.77;21/09/2024;enviado
5895;36919;15986;3;625.15;10/02/2024;enviado
5896;23462;41546;4;577.53;01/03/2024;cancelado
5897;10823;5237;2;1001.22;17/05/2024;enviado
5898;26402;38777;2;934.56;17/04/2024;pendente
5899;14369;21407;2;1531.78;13/02/2024;pendente
5900;23724;44498;3;36.76;26/03/2024;pendente
5901;18332;3881;5;1023.63;31/05/2024;cancelado
5902;8110;40765;4;772.69;17/02/2024;pendente
5903;13027;8217;1;381.74;09/05/2024;cancelado
5904;32428;19564;5;390.14;16/04/2024;entregue
5905;23939;1951;3;1619.49;26/02/2024;cancelado
5906;8749;3930;1;486.6;18/05/2024;enviado
5907;41240;36332;1;1549.97;11/03/2024;entregue
5908;37415;21565;1;1009.05;05/08/2024;entregue
5909;27696;12276;5;1671.21;22/07/2024;enviado
5910;7987;9255;4;1906.66;09/04/2024;pendente
5911;30104;16410;1;1744.06;10/09/2024;pendente
5912;39014;37771;4;942.63;16/09/2024;entregue
5913;44169;35339;3;1848.51;02/07/2024;entregue
5914;1512;22683;1;1729.23;21/08/2024;enviado
5915;40187;41721;1;1609.29;26/04/2024;entregue
5916;24247;2152;4;1560.33;27/06/2024;cancelado
5917;9209;34924;4;1148.9;03/06/2024;enviado
5918;13685;30506;4;1400.01;01/03/2024;entregue
5919;25198;44965;5;1670.89;25/05/2024;pendente
5920;36541;27932;1;1036.43;23/09/2024;enviado
5921;14303;11779;1;189.28;22/05/2024;cancelado
5922;23278;36948;1;189.92;28/08/2024;entregue
5923;19596;1531;4;1448.73;09/08/2024;pendente
5924;27417;16132;1;186.23;19/05/2024;pendente
5925;41816;28006;2;872.69;23/07/2024;entregue
5926;37758;6039;1;1829.19;12/01/2024;cancelado
5927;29924;40601;5;1117.86;02/01/2024;entregue
5928;24971;42021;5;655.55;30/03/2024;enviado
5929;28903;3487;4;187.66;27/01/2024;pendente
5930;13811;23115;4;519.72;08/04/2024;entregue
5931;27246;39058;2;341.29;29/03/2024;enviado
5932;30555;35594;3;277.13;17/07/2024;enviado
5933;28318;26113;5;840.21;01/08/2024;pendente
5934;31809;25807;3;1772.49;08/04/2024;enviado
5935;9348;3314;4;1817.86;22/04/2024;entregue
5936;15443;5535;3;331.15;23/09/2024;cancelado
5937;10366;41437;2;1968.45;23/05/2024;entregue
5938;7901;38453;4;1657.02;11/08/2024;cancelado
5939;32843;20919;3;1531.28;15/05/2024;pendente
5940;22293;5402;1;724.64;28/06/2024;entregue
5941;11086;32182;2;206.35;10/03/2024;pendente
5942;39357;5693;4;665.51;29/01/2024;enviado
5943;18648;30378;2;1774.34;12/08/2024;enviado
5944;42946;6252;5;1526.44;13/07/2024;enviado
5945;17155;29801;1;88.47;09/01/2024;cancelado
5946;17397;2483;5;1907.24;16/09/2024;pendente
5947;24933;29921;3;683.52;17/07/2024;cancelado
5948;36723;36918;2;238.98;06/09/2024;cancelado
5949;4156;12495;2;456.97;23/09/2024;cancelado
5950;22163;32589;3;1492.46;23/07/2024;entregue
5951;42517;25267;1;1982.41;02/06/2024;enviado
5952;15364;41181;4;550.18;10/02/2024;enviado
5953;22610;4124;1;314.02;17/04/2024;cancelado
5954;26177;36275;3;985.73;09/09/2024;entregue
5955;5653;11891;1;295.25;29/05/2024;enviado
5956;28981;39580;4;1593.81;03/04/2024;cancelado
5957;9903;29732;5;1818.66;02/02/2024;enviado
5958;7811;10494;1;625.68;09/05/2024;cancelado
5959;31206;38418;1;249.34;10/04/2024;pendente
5960;3020;42251;3;232.51;24/01/2024;enviado
5961;34580;26358;2;903.58;15/05/2024;enviado
5962;16815;22679;1;1032.74;27/05/2024;enviado
5963;27080;44323;3;578.55;24/03/2024;enviado
5964;6106;11332;4;1830.2;03/02/2024;cancelado
5965;12405;33734;3;1369.47;08/09/2024;entregue
5966;35199;24024;5;449.83;01/03/2024;cancelado
5967;29932;32030;4;1366.97;09/06/2024;entregue
5968;6586;8921;3;559.52;27/08/2024;entregue
5969;23253;19164;2;1592.97;07/09/2024;enviado
5970;28245;35537;2;545.73;05/04/2024;pendente
5971;21593;38898;4;674.33;30/04/2024;entregue
5972;41658;9322;5;185.35;26/06/2024;cancelado
5973;25737;12303;2;517.7;07/09/2024;entregue
5974;18524;12335;4;645.28;07/05/2024;enviado
5975;25930;31671;1;432.77;01/09/2024;cancelado
5976;4621;39952;1;1709.05;03/08/2024;cancelado
5977;13213;17338;4;1583.22;16/05/2024;enviado
5978;37300;21331;3;978.46;03/01/2024;entregue
5979;22439;21195;4;1341.48;14/01/2024;entregue
5980;40259;26595;2;1874.85;07/07/2024;pendente
5981;22223;31348;4;993.9;09/08/2024;enviado
5982;34747;23546;4;454.8;13/01/2024;cancelado
5983;14509;29676;1;194.82;24/02/2024;pendente
5984;8284;1559;2;215.83;12/08/2024;entregue
5985;39900;26325;2;892.09;06/02/2024;enviado
5986;30150;15187;3;1362.1;20/09/2024;enviado
5987;17807;20675;1;784.23;01/04/2024;pendente
5988;20003;6714;3;590.12;27/01/2024;entregue
5989;25365;16045;4;610.56;20/05/2024;cancelado
5990;12772;41934;2;1900.96;08/02/2024;entregue
5991;4227;41012;5;1669.63;17/03/2024;enviado
5992;38334;43282;2;1738.47;11/06/2024;pendente
5993;13346;35922;2;615.82;31/01/2024;entregue
5994;4046;1996;1;852.17;03/01/2024;entregue
5995;10112;43516;4;1508.73;29/03/2024;enviado
5996;27404;27957;3;1061.65;01/06/2024;pendente
5997;35297;9081;5;1796.13;11/08/2024;enviado
5998;23053;22804;1;526.87;08/07/2024;entregue
5999;27663;33040;4;131.65;27/01/2024;entregue
6000;30407;31899;5;1447.86;23/05/2024;pendente
6001;10414;32298;3;1354.24;31/05/2024;pendente
6002;14691;32140;1;769.56;10/05/2024;enviado
6003;9227;6851;2;388.73;09/04/2024;cancelado
6004;9036;7207;1;796.05;13/02/2024;cancelado
6005;42588;22806;4;78.09;20/02/2024;pendente
6006;27091;33139;3;1810.52;11/03/2024;enviado
6007;13456;17616;1;21.78;12/07/2024;enviado
6008;18550;41809;3;23.45;28/06/2024;entregue
6009;20734;7155;4;346.44;22/03/2024;cancelado
6010;9741;35456;1;1797.28;22/05/2024;pendente
6011;27378;44258;1;430.33;24/02/2024;cancelado
6012;30334;33744;1;636.21;20/09/2024;cancelado
6013;30851;39968;2;234.45;25/06/2024;enviado
6014;43213;10401;4;1426.83;15/05/2024;pendente
6015;27692;23753;2;39.3;30/08/2024;entregue
6016;34896;5327;1;1130.69;10/08/2024;enviado
6017;33343;1490;2;363.58;18/06/2024;pendente
6018;18980;24855;3;208.39;11/07/2024;cancelado
6019;6225;9770;3;417.68;03/02/2024;enviado
6020;25001;3208;2;648.98;21/01/2024;entregue
6021;8450;39941;4;628.11;26/03/2024;cancelado
6022;37522;5312;2;1860.83;10/01/2024;cancelado
6023;33437;14769;3;35.81;27/06/2024;enviado
6024;4969;23135;2;1145.46;19/03/2024;pendente
6025;12892;20818;1;1752.2;08/08/2024;pendente
6026;26724;9932;3;76.85;05/02/2024;pendente
6027;13336;8120;1;1495.61;17/08/2024;entregue
6028;36298;39999;1;45.62;02/04/2024;enviado
6029;31223;24548;1;199.59;05/02/2024;pendente
6030;32129;43438;3;1772.15;27/04/2024;pendente
6031;21767;42481;4;1552.13;07/09/2024;entregue
6032;6384;29848;4;1870.94;10/05/2024;pendente
6033;43216;5366;5;1437.66;07/09/2024;enviado
6034;25226;33070;3;997.34;06/09/2024;pendente
6035;23309;17271;4;143.42;22/03/2024;pendente
