product_id;nome_do_produto;categoria;preço;estoque
8335;word;Roupas;362.53;20
8336;season;Roupas;766.99;2
8337;opportunity;Moveis;246.65;10
8338;kitchen;Livros;110.72;74
8339;happy;Eletronicos;16.9;61
8340;particular;Moveis;438.17;29
8341;church;Moveis;644.51;51
8342;green;Eletronicos;682.63;100
8343;water;Roupas;385.81;46
8344;party;Moveis;805.45;11
8345;prevent;Livros;224.55;99
8346;group;Moveis;70.7;33
8347;beyond;Roupas;542.21;50
8348;price;Eletronicos;334.83;97
8349;else;Livros;422.27;95
8350;them;Roupas;268.59;23
8351;including;Eletronicos;378.36;51
8352;which;Moveis;910.02;25
8353;beautiful;Moveis;465.38;85
8354;drug;Moveis;955.08;96
8355;mean;Moveis;259.01;52
8356;simply;Roupas;667.14;13
8357;they;Livros;540.09;28
8358;check;Livros;561.55;89
8359;brother;Eletronicos;264.27;29
8360;place;Eletronicos;598.53;30
8361;day;Eletronicos;587.4;20
8362;of;Eletronicos;634.23;26
8363;build;Roupas;358.84;81
8364;nice;Eletronicos;379.49;49
8365;appear;Moveis;431.79;18
8366;learn;Moveis;639.21;62
8367;participant;Eletronicos;246.49;24
8368;growth;Eletronicos;137.71;14
8369;pull;Roupas;948.44;59
8370;carry;Livros;217.92;31
8371;against;Roupas;444.14;46
8372;seat;Livros;932.0;33
8373;camera;Livros;156.29;70
8374;executive;Eletronicos;157.19;6
8375;skill;Livros;469.69;27
8376;movie;Eletronicos;802.6;39
8377;face;Moveis;237.41;29
8378;college;Eletronicos;98.71;72
8379;perform;Moveis;145.62;1
8380;society;Roupas;222.22;93
8381;over;Eletronicos;418.92;24
8382;here;Livros;724.74;3
8383;suddenly;Roupas;265.53;31
8384;yourself;Eletronicos;765.29;60
8385;on;Roupas;164.77;19
8386;leg;Eletronicos;255.02;67
8387;develop;Roupas;489.15;57
8388;feel;Moveis;181.47;14
8389;course;Moveis;488.77;87
8390;data;Moveis;935.55;8
8391;your;Moveis;540.08;16
8392;college;Moveis;633.28;32
8393;foreign;Roupas;494.27;17
8394;too;Livros;510.41;56
8395;author;Eletronicos;923.29;67
8396;according;Livros;701.37;62
8397;candidate;Roupas;744.45;96
8398;policy;Roupas;222.72;79
8399;trouble;Moveis;682.89;29
8400;effort;Eletronicos;911.5;21
8401;stage;Moveis;827.86;29
8402;never;Eletronicos;732.59;6
8403;phone;Eletronicos;87.43;37
8404;short;Roupas;951.23;79
8405;special;Moveis;795.94;33
8406;light;Eletronicos;442.42;75
8407;listen;Roupas;756.06;53
8408;community;Roupas;742.49;2
8409;production;Roupas;710.45;57
8410;happen;Moveis;14.95;30
8411;art;Eletronicos;194.9;10
8412;truth;Moveis;913.54;12
8413;summer;Livros;465.43;51
8414;they;Roupas;553.25;91
8415;consider;Eletronicos;409.51;15
8416;arm;Roupas;763.63;33
8417;level;Livros;573.0;63
8418;simple;Roupas;480.62;53
8419;day;Moveis;486.4;25
8420;work;Roupas;267.34;52
8421;across;Livros;878.09;31
8422;family;Roupas;959.81;6
8423;pretty;Moveis;494.25;61
8424;beat;Moveis;773.74;75
8425;nothing;Livros;514.61;83
8426;control;Roupas;167.38;98
8427;to;Livros;790.56;27
8428;produce;Moveis;10.58;58
8429;and;Eletronicos;197.27;15
8430;list;Roupas;684.65;41
8431;second;Moveis;326.46;81
8432;trip;Eletronicos;950.94;8
8433;eight;Moveis;432.26;91
8434;during;Roupas;666.46;35
8435;suddenly;Roupas;448.0;86
8436;shake;Moveis;227.85;30
8437;after;Roupas;694.65;28
8438;far;Moveis;593.9;2
8439;nature;Roupas;950.26;38
8440;generation;Moveis;168.7;25
8441;Democrat;Roupas;402.31;6
8442;market;Roupas;378.78;69
8443;maintain;Livros;921.83;1
8444;increase;Eletronicos;425.37;45
8445;as;Eletronicos;185.72;89
8446;pretty;Roupas;925.89;100
8447;great;Eletronicos;101.9;32
8448;help;Livros;585.91;49
8449;million;Eletronicos;54.96;63
8450;four;Roupas;625.03;32
8451;force;Moveis;795.23;9
8452;five;Eletronicos;915.43;88
8453;action;Moveis;209.05;87
8454;collection;Livros;151.61;38
8455;before;Moveis;21.57;46
8456;hair;Eletronicos;988.87;0
8457;teacher;Eletronicos;184.93;42
8458;let;Eletronicos;472.05;86
8459;plan;Livros;370.37;43
8460;easy;Livros;972.79;27
8461;organization;Roupas;547.5;77
8462;knowledge;Livros;483.36;41
8463;television;Eletronicos;486.69;63
8464;organization;Eletronicos;928.33;50
8465;traditional;Roupas;523.0;49
8466;surface;Roupas;435.58;44
8467;serious;Livros;372.99;15
8468;really;Moveis;411.22;41
8469;mouth;Eletronicos;631.9;11
8470;day;Roupas;731.24;100
8471;drug;Moveis;325.7;45
8472;physical;Livros;718.06;48
8473;behind;Moveis;113.48;40
8474;baby;Moveis;65.64;86
8475;hold;Moveis;353.79;36
8476;pattern;Eletronicos;44.7;22
8477;father;Eletronicos;992.28;85
8478;purpose;Eletronicos;373.02;33
8479;smile;Livros;437.56;82
8480;remember;Roupas;172.67;27
8481;act;Roupas;261.83;8
8482;part;Eletronicos;870.54;19
8483;painting;Roupas;901.35;20
8484;budget;Eletronicos;315.62;74
8485;wear;Eletronicos;607.17;83
8486;another;Eletronicos;862.85;27
8487;yourself;Livros;469.25;7
8488;weight;Eletronicos;541.62;99
8489;campaign;Roupas;237.26;66
8490;resource;Roupas;438.46;11
8491;teach;Eletronicos;656.75;24
8492;method;Eletronicos;222.2;70
8493;leg;Eletronicos;92.6;61
8494;report;Livros;252.9;88
8495;experience;Eletronicos;619.15;23
8496;arrive;Moveis;414.63;3
8497;if;Roupas;683.95;28
8498;born;Livros;576.03;9
8499;board;Moveis;579.84;76
8500;dog;Roupas;376.33;60
8501;young;Eletronicos;293.39;4
8502;speak;Moveis;459.37;51
8503;prove;Livros;488.03;1
8504;guess;Moveis;230.01;62
8505;letter;Moveis;990.32;78
8506;mission;Eletronicos;262.02;14
8507;wrong;Livros;738.58;62
8508;over;Livros;82.87;44
8509;partner;Livros;908.94;43
8510;first;Livros;748.42;80
8511;treatment;Roupas;219.64;6
8512;charge;Livros;370.3;58
8513;state;Moveis;961.05;21
8514;check;Livros;516.01;90
8515;offer;Roupas;383.24;67
8516;also;Livros;431.88;65
8517;themselves;Livros;735.22;46
8518;floor;Moveis;370.02;81
8519;ability;Roupas;628.69;71
8520;or;Roupas;993.21;72
8521;perform;Roupas;530.69;52
8522;involve;Moveis;686.69;2
8523;authority;Roupas;294.71;34
8524;address;Moveis;73.42;90
8525;allow;Livros;653.45;48
8526;we;Moveis;859.4;92
8527;participant;Roupas;738.09;24
8528;professor;Eletronicos;764.35;0
8529;care;Livros;212.42;0
8530;particular;Livros;15.61;84
8531;old;Livros;995.15;4
8532;public;Roupas;401.22;38
8533;conference;Eletronicos;884.46;35
8534;successful;Livros;409.11;83
8535;art;Moveis;688.5;69
8536;feeling;Roupas;741.88;36
8537;social;Roupas;515.71;67
8538;several;Livros;379.87;58
8539;seat;Roupas;972.51;73
8540;position;Livros;820.92;33
8541;behavior;Eletronicos;306.84;19
8542;reality;Livros;281.68;54
8543;as;Moveis;148.35;23
8544;consider;Moveis;732.33;84
8545;themselves;Eletronicos;284.08;5
8546;blue;Moveis;482.37;75
8547;son;Livros;698.71;59
8548;appear;Livros;93.42;94
8549;account;Livros;509.2;80
8550;level;Livros;294.34;44
8551;view;Roupas;980.45;54
8552;defense;Roupas;410.48;2
8553;go;Livros;840.34;61
8554;audience;Roupas;265.19;63
8555;today;Moveis;16.88;14
8556;news;Eletronicos;292.87;2
8557;feeling;Roupas;707.18;25
8558;data;Eletronicos;49.29;91
8559;include;Eletronicos;338.92;47
8560;animal;Moveis;786.38;12
8561;record;Livros;685.35;96
8562;treatment;Roupas;855.9;82
8563;sea;Moveis;32.0;11
8564;step;Roupas;634.67;89
8565;eat;Eletronicos;818.11;74
8566;feeling;Livros;756.97;86
8567;try;Livros;88.4;65
8568;past;Eletronicos;32.18;79
8569;clear;Eletronicos;786.43;16
8570;world;Livros;181.55;15
8571;person;Moveis;773.89;51
8572;response;Eletronicos;447.32;75
8573;property;Roupas;660.29;64
8574;clear;Livros;481.97;35
8575;make;Roupas;976.59;2
8576;somebody;Livros;860.33;53
8577;especially;Eletronicos;140.27;80
8578;perhaps;Eletronicos;384.2;50
8579;style;Moveis;325.43;74
8580;painting;Roupas;882.53;35
8581;camera;Moveis;172.26;13
8582;teacher;Moveis;76.03;14
8583;but;Roupas;759.13;92
8584;senior;Roupas;978.74;62
8585;note;Roupas;634.12;28
8586;form;Livros;125.79;96
8587;approach;Livros;281.05;13
8588;series;Roupas;994.42;43
8589;election;Livros;921.47;62
8590;experience;Roupas;324.73;40
8591;race;Roupas;877.49;68
8592;everyone;Eletronicos;798.16;63
8593;sing;Eletronicos;762.89;2
8594;their;Moveis;771.04;19
8595;know;Eletronicos;165.03;12
8596;work;Moveis;694.56;47
8597;training;Livros;826.55;40
8598;state;Moveis;348.38;98
8599;allow;Eletronicos;842.77;54
8600;summer;Livros;191.47;74
8601;authority;Roupas;533.28;93
8602;control;Eletronicos;889.53;81
8603;cover;Moveis;221.24;75
8604;team;Eletronicos;409.76;41
8605;in;Livros;958.04;49
8606;music;Moveis;774.41;83
8607;suffer;Livros;11.81;31
8608;cup;Livros;986.93;46
8609;number;Livros;421.11;10
8610;specific;Roupas;973.27;61
8611;tax;Eletronicos;665.54;90
8612;Mr;Eletronicos;927.04;43
8613;join;Roupas;112.34;20
8614;add;Moveis;241.43;53
8615;prevent;Eletronicos;91.05;15
8616;might;Roupas;382.01;65
8617;high;Eletronicos;65.74;72
8618;reality;Moveis;251.38;35
8619;present;Livros;363.02;93
8620;free;Eletronicos;627.84;68
8621;particularly;Roupas;115.94;64
8622;company;Roupas;429.34;20
8623;return;Livros;148.07;50
8624;until;Roupas;759.72;5
8625;would;Roupas;626.03;55
8626;heart;Moveis;303.17;26
8627;hand;Moveis;405.75;3
8628;care;Livros;480.36;39
8629;education;Eletronicos;293.51;28
8630;office;Livros;263.55;28
8631;no;Livros;884.66;50
8632;account;Eletronicos;240.41;99
8633;to;Livros;114.5;86
8634;speech;Eletronicos;577.85;79
8635;oil;Roupas;639.45;81
8636;everybody;Eletronicos;134.91;0
8637;value;Eletronicos;300.38;13
8638;bag;Eletronicos;992.08;26
8639;some;Moveis;666.53;92
8640;third;Moveis;985.66;9
8641;anyone;Moveis;995.45;92
8642;attorney;Moveis;783.04;39
8643;occur;Eletronicos;138.49;98
8644;lay;Eletronicos;621.5;89
8645;prepare;Roupas;34.96;12
8646;worker;Eletronicos;131.85;44
8647;line;Roupas;794.97;35
8648;very;Roupas;472.53;97
8649;serious;Eletronicos;987.41;88
8650;street;Moveis;423.69;16
8651;piece;Moveis;556.4;58
8652;crime;Moveis;606.39;100
8653;pattern;Moveis;113.16;66
8654;practice;Livros;198.37;32
8655;student;Roupas;723.96;12
8656;know;Moveis;426.27;0
8657;husband;Moveis;879.13;27
8658;power;Roupas;334.33;1
8659;reduce;Moveis;240.89;47
8660;some;Roupas;340.5;53
8661;community;Eletronicos;948.49;60
8662;claim;Moveis;314.35;67
8663;attorney;Eletronicos;945.14;26
8664;strong;Moveis;706.8;31
8665;understand;Moveis;77.76;43
8666;forget;Livros;336.99;86
8667;admit;Eletronicos;503.52;91
8668;maybe;Eletronicos;658.88;85
8669;against;Roupas;743.66;31
8670;stay;Moveis;280.85;47
8671;right;Eletronicos;477.73;62
8672;economy;Eletronicos;509.2;90
8673;difference;Livros;408.51;58
8674;since;Eletronicos;326.87;16
8675;house;Moveis;983.55;98
8676;arm;Livros;664.41;3
8677;use;Livros;980.27;20
8678;manage;Livros;84.55;50
8679;teacher;Moveis;778.28;51
8680;newspaper;Roupas;571.55;16
8681;PM;Livros;758.18;26
8682;including;Roupas;76.81;92
8683;sport;Eletronicos;488.75;29
8684;worker;Livros;827.03;62
8685;it;Eletronicos;520.07;31
8686;beyond;Roupas;787.59;18
8687;anything;Livros;876.29;70
8688;movement;Moveis;200.93;36
8689;something;Moveis;467.17;23
8690;method;Moveis;382.09;57
8691;agent;Moveis;162.71;92
8692;nature;Livros;776.27;70
8693;opportunity;Livros;972.51;36
8694;just;Roupas;537.2;31
8695;job;Moveis;971.26;90
8696;practice;Moveis;522.3;85
8697;assume;Roupas;228.54;37
8698;standard;Livros;783.48;10
8699;will;Moveis;642.0;37
8700;else;Livros;863.63;71
8701;three;Eletronicos;11.02;18
8702;responsibility;Eletronicos;829.79;84
8703;inside;Roupas;177.8;16
8704;successful;Eletronicos;643.95;41
8705;player;Moveis;705.61;97
8706;story;Livros;137.52;96
8707;general;Livros;635.34;95
8708;hit;Moveis;984.64;16
8709;bad;Livros;157.48;48
8710;theory;Livros;876.28;17
8711;need;Livros;165.8;90
8712;plan;Moveis;198.99;81
8713;behind;Livros;873.35;72
8714;goal;Moveis;243.85;4
8715;over;Eletronicos;117.87;35
8716;sometimes;Roupas;951.16;87
8717;together;Roupas;158.43;32
8718;yes;Roupas;200.98;79
8719;raise;Livros;987.72;8
8720;need;Roupas;56.2;13
8721;show;Roupas;430.42;85
8722;yeah;Roupas;83.97;23
8723;experience;Livros;53.33;16
8724;else;Livros;973.39;4
8725;player;Roupas;929.4;18
8726;mission;Roupas;882.06;97
8727;whose;Livros;30.13;97
8728;you;Roupas;824.47;52
8729;language;Eletronicos;415.67;1
8730;idea;Livros;336.46;34
8731;other;Moveis;571.17;93
8732;that;Livros;120.31;66
8733;former;Eletronicos;930.35;28
8734;mind;Moveis;789.21;0
8735;sell;Eletronicos;892.91;82
8736;physical;Eletronicos;382.09;13
8737;argue;Livros;892.0;39
8738;image;Eletronicos;217.45;93
8739;represent;Moveis;360.74;60
8740;note;Livros;732.78;46
8741;get;Roupas;746.58;63
8742;address;Livros;110.29;70
8743;blood;Moveis;964.54;13
8744;evidence;Livros;594.53;25
8745;open;Moveis;624.18;68
8746;audience;Moveis;942.57;8
8747;approach;Roupas;639.76;0
8748;tonight;Livros;281.67;25
8749;pressure;Moveis;265.32;65
8750;career;Livros;911.12;30
8751;tell;Livros;433.9;46
8752;civil;Moveis;98.28;2
8753;reach;Eletronicos;674.65;75
8754;share;Eletronicos;792.64;98
8755;event;Roupas;805.13;88
8756;seat;Eletronicos;429.02;8
8757;interest;Moveis;135.95;48
8758;career;Livros;142.97;45
8759;under;Livros;178.66;92
8760;skill;Livros;489.62;63
8761;bit;Livros;839.25;85
8762;ever;Roupas;608.65;70
8763;create;Roupas;561.51;76
8764;main;Roupas;191.59;92
8765;social;Livros;156.56;15
8766;candidate;Roupas;538.43;100
8767;various;Roupas;643.95;97
8768;base;Moveis;850.39;83
8769;process;Moveis;988.89;35
8770;call;Livros;122.66;6
8771;study;Eletronicos;542.18;59
8772;wonder;Livros;386.43;51
8773;order;Moveis;289.36;62
8774;include;Moveis;17.0;26
8775;agency;Roupas;363.34;75
8776;hand;Roupas;233.24;56
8777;five;Moveis;697.11;71
8778;against;Roupas;913.6;93
8779;rather;Eletronicos;633.61;44
8780;form;Roupas;149.32;32
8781;happen;Eletronicos;142.56;9
8782;our;Moveis;233.86;42
8783;break;Roupas;311.44;12
8784;relationship;Moveis;803.28;2
8785;nice;Roupas;466.17;35
8786;until;Moveis;819.04;18
8787;power;Eletronicos;78.5;2
8788;might;Livros;665.58;43
8789;special;Livros;615.1;60
8790;even;Livros;773.84;5
8791;put;Moveis;745.64;40
8792;level;Eletronicos;37.82;67
8793;professional;Eletronicos;919.0;73
8794;different;Roupas;183.85;76
8795;fact;Moveis;223.26;2
8796;interest;Roupas;426.38;75
8797;discussion;Moveis;862.13;17
8798;reflect;Roupas;356.28;21
8799;instead;Eletronicos;147.46;2
8800;exist;Moveis;360.63;72
8801;consumer;Eletronicos;944.03;32
8802;edge;Eletronicos;117.43;100
8803;line;Moveis;786.47;26
8804;member;Roupas;896.99;70
8805;present;Eletronicos;119.2;84
8806;step;Livros;918.9;81
8807;space;Eletronicos;116.38;60
8808;reach;Eletronicos;839.4;55
8809;individual;Eletronicos;875.1;6
8810;wear;Moveis;223.96;37
8811;middle;Roupas;103.19;32
8812;involve;Livros;665.29;59
8813;approach;Roupas;700.47;7
8814;artist;Livros;333.16;64
8815;trial;Livros;928.84;61
8816;Congress;Eletronicos;760.46;92
8817;again;Eletronicos;879.08;52
8818;daughter;Roupas;612.54;5
8819;performance;Moveis;401.99;15
8820;pay;Eletronicos;486.22;55
8821;soon;Roupas;678.75;39
8822;three;Livros;450.49;52
8823;Congress;Eletronicos;860.05;93
8824;site;Eletronicos;156.29;31
8825;serious;Roupas;453.85;59
8826;order;Livros;618.28;21
8827;experience;Moveis;698.4;3
8828;claim;Moveis;193.75;28
8829;him;Moveis;543.6;67
8830;student;Roupas;556.47;77
8831;policy;Eletronicos;793.42;64
8832;represent;Eletronicos;255.15;36
8833;right;Eletronicos;258.68;4
8834;tough;Livros;89.2;39
8835;hot;Moveis;130.83;43
8836;so;Roupas;531.59;61
8837;image;Roupas;485.14;85
8838;economy;Roupas;974.72;19
8839;manager;Eletronicos;432.92;94
8840;six;Livros;734.79;25
8841;dream;Moveis;39.62;68
8842;standard;Roupas;101.87;7
8843;best;Moveis;989.78;21
8844;item;Livros;150.05;83
8845;today;Livros;865.02;56
8846;on;Eletronicos;481.04;73
8847;lot;Eletronicos;285.53;13
8848;book;Eletronicos;102.85;51
8849;imagine;Moveis;28.99;75
8850;white;Moveis;315.66;69
8851;various;Roupas;15.58;48
8852;great;Livros;401.41;93
8853;your;Eletronicos;989.42;42
8854;natural;Eletronicos;570.56;1
8855;bring;Livros;299.34;33
8856;pull;Livros;966.0;22
8857;assume;Moveis;910.06;11
8858;marriage;Roupas;634.69;94
8859;mother;Moveis;474.53;25
8860;yet;Roupas;818.58;14
8861;house;Roupas;863.22;69
8862;west;Moveis;966.02;92
8863;require;Roupas;593.37;10
8864;always;Eletronicos;661.9;91
8865;focus;Eletronicos;913.22;78
8866;change;Livros;398.52;23
8867;account;Eletronicos;849.4;44
8868;letter;Roupas;369.02;63
8869;fear;Livros;570.07;27
8870;try;Moveis;410.19;89
8871;down;Eletronicos;456.32;22
8872;city;Livros;165.55;55
8873;skill;Roupas;438.38;91
8874;body;Moveis;708.23;14
8875;economy;Roupas;663.71;65
8876;threat;Eletronicos;443.08;81
8877;really;Eletronicos;410.07;85
8878;dream;Eletronicos;85.39;92
8879;race;Roupas;510.9;78
8880;mind;Eletronicos;552.11;69
8881;gun;Roupas;885.81;92
8882;but;Moveis;919.08;41
8883;specific;Eletronicos;534.13;49
8884;dog;Livros;606.43;7
8885;church;Roupas;901.27;88
8886;line;Roupas;442.55;95
8887;site;Eletronicos;505.24;92
8888;politics;Roupas;640.15;73
8889;base;Eletronicos;523.94;46
8890;then;Roupas;751.68;63
8891;policy;Eletronicos;729.29;1
8892;care;Livros;626.58;90
8893;center;Roupas;222.01;20
8894;sound;Livros;486.9;14
8895;also;Moveis;190.68;78
8896;nor;Roupas;602.79;66
8897;whether;Eletronicos;341.52;55
8898;fly;Eletronicos;749.15;16
8899;rich;Roupas;674.59;23
8900;plan;Moveis;160.68;54
8901;near;Roupas;96.81;79
8902;computer;Roupas;638.73;16
8903;new;Eletronicos;115.07;5
8904;by;Moveis;389.12;59
8905;hot;Roupas;871.88;88
8906;ten;Eletronicos;489.61;75
8907;cost;Roupas;878.07;21
8908;budget;Livros;691.01;67
8909;marriage;Moveis;461.91;97
8910;return;Moveis;912.98;58
8911;blood;Moveis;673.45;63
8912;evening;Roupas;347.5;54
8913;PM;Livros;317.23;28
8914;sign;Livros;597.49;54
8915;a;Roupas;51.51;69
8916;get;Roupas;455.53;72
8917;no;Roupas;578.21;95
8918;eight;Roupas;768.43;0
8919;as;Roupas;407.13;62
8920;management;Eletronicos;517.12;0
8921;issue;Roupas;596.58;9
8922;more;Livros;554.59;97
8923;major;Livros;896.65;91
8924;home;Moveis;885.01;26
8925;collection;Livros;354.24;98
8926;clear;Roupas;752.32;99
8927;expert;Eletronicos;119.17;17
8928;remember;Roupas;45.34;7
8929;nothing;Livros;194.65;96
8930;base;Livros;559.22;84
8931;place;Livros;199.77;47
8932;bag;Moveis;103.27;11
8933;meet;Livros;611.77;78
8934;to;Moveis;845.92;41
8935;two;Eletronicos;309.82;6
8936;develop;Eletronicos;253.28;27
8937;teacher;Roupas;388.21;54
8938;commercial;Eletronicos;176.66;6
8939;control;Roupas;491.35;9
8940;hotel;Livros;335.77;53
8941;relationship;Livros;956.16;56
8942;career;Livros;632.11;75
8943;Democrat;Roupas;772.99;14
8944;woman;Moveis;166.08;17
8945;free;Roupas;936.02;29
8946;actually;Roupas;485.88;71
8947;thing;Roupas;497.52;80
8948;run;Moveis;606.45;71
8949;page;Eletronicos;869.32;80
8950;seven;Moveis;488.82;4
8951;person;Eletronicos;720.43;33
8952;produce;Eletronicos;194.31;66
8953;card;Eletronicos;56.38;48
8954;stop;Livros;952.33;42
8955;sport;Roupas;548.0;43
8956;per;Moveis;756.39;36
8957;raise;Roupas;141.61;82
8958;ground;Livros;275.31;4
8959;ability;Moveis;343.51;4
8960;possible;Eletronicos;993.75;88
8961;adult;Roupas;754.58;72
8962;other;Eletronicos;360.24;98
8963;like;Eletronicos;717.21;48
8964;choice;Eletronicos;173.34;70
8965;economic;Livros;754.36;96
8966;certain;Eletronicos;555.27;15
8967;offer;Livros;721.39;56
8968;senior;Moveis;208.61;2
8969;indeed;Livros;203.78;68
8970;image;Roupas;918.04;50
8971;indicate;Eletronicos;526.28;1
8972;growth;Eletronicos;854.69;30
8973;like;Livros;394.51;54
8974;participant;Roupas;700.27;76
8975;difference;Livros;473.75;8
8976;difference;Eletronicos;225.36;37
8977;direction;Roupas;213.07;97
8978;wide;Eletronicos;681.84;97
8979;always;Moveis;551.41;97
8980;later;Roupas;535.02;58
8981;difference;Moveis;552.12;26
8982;while;Livros;284.81;41
8983;spend;Eletronicos;214.56;33
8984;suggest;Livros;596.14;8
8985;PM;Moveis;568.78;74
8986;outside;Livros;949.25;59
8987;such;Livros;191.41;37
8988;call;Eletronicos;751.09;98
8989;tonight;Roupas;964.77;71
8990;address;Eletronicos;794.64;61
8991;century;Roupas;345.75;43
8992;very;Eletronicos;264.23;63
8993;nature;Roupas;318.71;80
8994;add;Roupas;336.67;44
8995;growth;Moveis;280.84;12
8996;population;Moveis;783.77;23
8997;nearly;Moveis;903.82;90
8998;have;Eletronicos;554.45;0
8999;whole;Eletronicos;389.36;34
9000;bed;Moveis;598.49;41
9001;worry;Moveis;609.26;75
9002;year;Roupas;850.26;16
9003;sea;Moveis;949.17;85
9004;soon;Eletronicos;661.77;2
9005;early;Livros;42.85;37
9006;rich;Roupas;282.65;67
9007;herself;Livros;540.26;42
9008;important;Roupas;955.44;78
9009;easy;Roupas;466.85;43
9010;lot;Moveis;231.08;85
9011;sort;Eletronicos;775.88;87
9012;send;Roupas;64.06;22
9013;commercial;Roupas;391.48;40
9014;world;Eletronicos;322.04;65
9015;sing;Livros;382.23;83
9016;skill;Eletronicos;153.83;79
9017;draw;Eletronicos;211.29;97
9018;movie;Livros;868.05;95
9019;it;Moveis;299.02;50
9020;another;Livros;105.02;32
9021;matter;Moveis;74.63;17
9022;oil;Moveis;337.74;97
9023;feeling;Moveis;255.38;35
9024;international;Livros;787.74;7
9025;walk;Moveis;371.45;41
9026;down;Eletronicos;752.3;71
9027;environment;Roupas;580.98;71
9028;music;Livros;273.57;7
9029;ready;Eletronicos;35.66;10
9030;beautiful;Livros;243.62;66
9031;three;Moveis;176.71;79
9032;interesting;Eletronicos;627.31;53
9033;hundred;Eletronicos;934.4;60
9034;turn;Moveis;70.41;36
9035;kitchen;Livros;85.99;50
9036;lawyer;Moveis;394.11;52
9037;concern;Eletronicos;694.36;71
9038;figure;Moveis;466.17;84
9039;allow;Roupas;260.15;1
9040;hold;Roupas;254.49;10
9041;law;Roupas;919.53;82
9042;only;Moveis;548.18;18
9043;same;Livros;828.95;3
9044;although;Eletronicos;748.02;45
9045;agree;Livros;529.79;86
9046;although;Livros;581.54;7
9047;organization;Roupas;607.14;80
9048;more;Moveis;401.84;58
9049;sell;Moveis;438.41;59
9050;shoulder;Livros;526.05;83
9051;order;Moveis;135.61;78
9052;least;Livros;122.18;100
9053;weight;Roupas;365.62;43
9054;pay;Eletronicos;699.48;36
9055;yourself;Roupas;173.2;61
9056;majority;Livros;207.67;37
9057;important;Roupas;279.38;46
9058;interesting;Eletronicos;816.27;62
9059;travel;Livros;28.99;88
9060;best;Roupas;324.48;44
9061;power;Eletronicos;922.82;92
9062;up;Livros;763.6;6
9063;age;Eletronicos;671.52;15
9064;receive;Moveis;401.99;99
9065;reality;Eletronicos;834.85;29
9066;agency;Moveis;219.62;51
9067;dream;Moveis;230.72;24
9068;response;Livros;829.78;86
9069;walk;Moveis;96.89;8
9070;discover;Eletronicos;909.49;4
9071;lawyer;Livros;522.86;98
9072;lawyer;Moveis;720.13;46
9073;miss;Roupas;633.46;90
9074;care;Livros;601.8;61
9075;fly;Livros;778.21;68
9076;rather;Eletronicos;209.16;86
9077;president;Livros;294.71;51
9078;run;Livros;58.98;18
9079;process;Moveis;415.4;81
9080;whole;Livros;977.05;10
9081;learn;Livros;717.31;17
9082;first;Roupas;461.23;82
9083;wrong;Eletronicos;676.04;53
9084;war;Livros;139.15;73
9085;within;Livros;938.41;52
9086;late;Eletronicos;142.7;86
9087;idea;Eletronicos;646.77;84
9088;fact;Livros;639.63;10
9089;political;Roupas;726.38;28
9090;watch;Eletronicos;756.14;56
9091;south;Roupas;125.12;88
9092;study;Eletronicos;757.5;11
9093;know;Eletronicos;139.1;97
9094;throw;Moveis;596.29;46
9095;want;Eletronicos;342.93;94
9096;letter;Livros;818.06;48
9097;me;Moveis;897.98;86
9098;between;Roupas;997.99;97
9099;loss;Roupas;456.32;26
9100;might;Roupas;421.28;7
9101;yourself;Livros;671.73;0
9102;yard;Moveis;921.02;61
9103;treat;Moveis;100.18;76
9104;to;Eletronicos;769.4;88
9105;drug;Eletronicos;181.75;53
9106;long;Roupas;80.0;15
9107;campaign;Roupas;34.01;98
9108;personal;Roupas;788.35;67
9109;south;Eletronicos;218.46;64
9110;organization;Moveis;60.78;5
9111;girl;Moveis;477.23;80
9112;admit;Eletronicos;745.23;45
9113;man;Roupas;869.2;2
9114;market;Eletronicos;953.1;25
9115;discussion;Roupas;175.8;94
9116;lot;Eletronicos;632.21;69
9117;hit;Roupas;695.01;79
9118;either;Eletronicos;546.55;75
9119;effect;Livros;861.81;40
9120;tonight;Livros;87.03;72
9121;whatever;Moveis;870.76;89
9122;get;Livros;22.58;27
9123;each;Eletronicos;312.33;60
9124;tax;Moveis;416.22;6
9125;way;Eletronicos;116.6;92
9126;available;Livros;640.13;22
9127;improve;Livros;952.84;10
9128;ground;Eletronicos;190.77;51
9129;bill;Eletronicos;956.3;66
9130;half;Roupas;752.68;45
9131;matter;Moveis;586.26;36
9132;performance;Moveis;210.54;6
9133;employee;Moveis;180.45;21
9134;into;Livros;369.95;22
9135;some;Eletronicos;716.23;41
9136;opportunity;Moveis;600.16;93
9137;radio;Eletronicos;403.61;28
9138;next;Moveis;463.07;55
9139;reduce;Eletronicos;591.32;48
9140;candidate;Moveis;760.12;92
9141;continue;Moveis;437.22;77
9142;participant;Livros;586.78;27
9143;affect;Livros;919.24;63
9144;tell;Eletronicos;101.12;17
9145;pull;Moveis;449.02;2
9146;language;Eletronicos;972.67;70
9147;truth;Eletronicos;473.72;72
9148;will;Eletronicos;866.3;16
9149;pay;Roupas;860.25;99
9150;night;Eletronicos;931.94;46
9151;toward;Moveis;315.31;94
9152;know;Moveis;200.68;8
9153;road;Livros;827.06;41
9154;eye;Livros;399.09;47
9155;but;Roupas;264.27;60
9156;radio;Eletronicos;781.91;2
